Episode,TotalReward,Steps,DQNColor,OpponentType,QChosen,QMax,QMean,FinalResult,UsedFallback
337,-1,436,White,random,3.2984,3.2984,3.0423,0-1,0
338,-0.9,119,White,self,3.7961,3.7961,1.9382,1/2-1/2,0
339,1,143,White,past,3.906,3.906,1.9032,1-0,0
340,-1,84,White,random,3.8981,3.8981,1.9955,0-1,0
341,-0.9,77,White,self,3.809,3.809,2.6113,1/2-1/2,0
342,-0.5264,568,White,random,3.4473,3.4473,2.2123,1/2-1/2,0
343,-0.9,542,White,past,3.417,3.417,3.417,1/2-1/2,0
344,-0.5248,389,White,random,3.5058,3.5058,1.1545,1/2-1/2,0
345,-0.9,36,White,self,3.6903,3.6903,2.7744,1/2-1/2,0
346,-0.9,37,White,self,4.0498,4.0498,2.5911,1/2-1/2,0
347,-0.9,51,White,self,3.8922,3.8922,2.3874,1/2-1/2,0
348,-0.9,108,White,self,3.5641,3.5641,2.5385,1/2-1/2,0
349,-0.9,96,White,self,3.6667,3.6667,2.4804,1/2-1/2,0
350,-0.52,745,White,random,3.6779,3.6779,1.6382,1/2-1/2,0
351,-0.5192,524,White,random,3.7642,3.7642,3.3117,1/2-1/2,0
352,-0.9,86,White,past,3.7959,3.7959,2.4486,1/2-1/2,0
353,-0.9,26,White,self,3.812,3.812,3.2523,1/2-1/2,0
354,-0.9,466,White,past,3.6503,3.6503,3.0619,1/2-1/2,0
355,-0.9,42,White,self,3.794,3.794,2.7519,1/2-1/2,0
356,-1,60,White,random,3.7574,3.7574,2.5041,0-1,0
357,-0.9,27,White,self,3.9041,3.9041,2.7531,1/2-1/2,0
358,-0.5136,494,White,random,3.4196,3.4196,1.6001,1/2-1/2,0
359,-0.9,66,White,self,3.8828,3.8828,2.9573,1/2-1/2,0
360,-0.512,485,White,random,3.4967,3.4967,2.8014,1/2-1/2,0
361,-0.9,135,White,self,3.4617,3.4617,1.596,1/2-1/2,0
362,-0.9,41,White,self,3.6822,3.6822,3.0367,1/2-1/2,0
363,-0.9,28,White,self,3.835,3.835,2.7459,1/2-1/2,0
364,-0.9,42,White,self,3.6583,3.6583,2.7266,1/2-1/2,0
365,-0.9,27,White,self,3.7778,3.7778,2.7545,1/2-1/2,0
366,-0.9,41,White,self,3.7289,3.7289,2.9503,1/2-1/2,0
367,-0.9,49,White,self,3.741,3.741,2.8996,1/2-1/2,0
368,-0.5056,583,White,random,2.5944,2.5944,2.4712,1/2-1/2,0
369,-0.5048,609,White,random,2.7177,2.7177,0.7891,1/2-1/2,0
370,-0.9,82,White,self,3.7369,3.7369,2.9367,1/2-1/2,0
371,-0.9,41,White,self,3.9377,3.9377,3.0001,1/2-1/2,0
372,-0.9,256,White,past,3.7578,3.7578,2.3718,1/2-1/2,0
373,-0.9,36,White,past,3.8368,3.8368,2.7081,1/2-1/2,0
374,-0.5008,547,White,random,2.8875,2.8875,0.8736,1/2-1/2,0
375,-0.9,47,White,self,3.9367,3.9367,2.7173,1/2-1/2,0
376,-0.9,59,White,self,3.8823,3.8823,2.3175,1/2-1/2,0
377,-0.4984,593,White,random,3.8472,3.8472,2.2299,1/2-1/2,0
378,-0.9,42,White,past,3.9114,3.9114,2.8382,1/2-1/2,0
379,-0.9,82,White,self,4.0117,4.0117,3.3519,1/2-1/2,0
380,-0.9,33,White,self,3.8444,3.8444,2.8276,1/2-1/2,0
381,-0.9,101,White,self,3.8055,3.8055,2.1031,1/2-1/2,0
382,-1,466,White,random,3.546,3.546,3.5317,0-1,0
383,-0.9,138,White,past,3.855,3.855,2.3722,1/2-1/2,0
384,-0.4928,412,White,random,3.6533,3.6533,1.6749,1/2-1/2,0
385,-0.9,28,White,self,3.8872,3.8872,3.3526,1/2-1/2,0
386,-0.9,129,White,self,3.4772,3.4772,2.6869,1/2-1/2,0
387,-0.9,71,White,self,3.7302,3.7302,3.0996,1/2-1/2,0
388,-0.9,36,White,self,3.8884,3.8884,3.0032,1/2-1/2,0
389,-0.4888,506,White,random,3.6689,3.6689,2.8627,1/2-1/2,0
390,-0.9,140,White,past,3.9586,3.9586,2.7146,1/2-1/2,0
391,-0.9,85,White,self,3.9389,3.9389,2.2717,1/2-1/2,0
392,-1,120,White,past,3.5925,3.5925,2.5409,0-1,0
393,-0.9,49,White,self,4.165,4.165,2.768,1/2-1/2,0
394,-0.9,96,White,self,3.9548,3.9548,2.5773,1/2-1/2,0
395,-0.9,35,White,self,4.0864,4.0864,2.5515,1/2-1/2,0
396,-1,156,White,random,3.8527,3.8527,2.5084,0-1,0
397,-0.4824,454,White,random,3.6427,3.6427,1.8252,1/2-1/2,0
398,-0.9,64,White,self,3.7209,3.7209,2.5974,1/2-1/2,0
399,-0.4808,461,White,random,3.0833,3.0833,3.0833,1/2-1/2,0
400,-1,200,White,random,-1.0,-1.0,-1.0,0-1,0
401,-0.9,184,White,past,7.8639,7.8639,4.0349,1/2-1/2,0
402,-0.9,370,White,past,6.9236,6.9236,5.2165,1/2-1/2,0
403,-0.9,111,White,self,7.3217,7.3217,5.0176,1/2-1/2,0
404,-0.9,324,White,past,7.459,7.459,3.7938,1/2-1/2,0
405,-0.9,65,White,self,7.8446,7.8446,4.9786,1/2-1/2,0
406,-1,340,White,random,8.061,8.061,7.4762,0-1,0
407,-0.4744,348,White,random,7.6487,7.6487,6.6268,1/2-1/2,0
408,-0.9,41,White,self,7.6901,7.6901,5.1587,1/2-1/2,0
409,-0.4728,410,White,random,7.3628,7.3628,3.8199,1/2-1/2,0
410,-0.9,36,White,self,7.9962,7.9962,5.3515,1/2-1/2,0
411,-0.9,50,White,self,7.6212,7.6212,5.5668,1/2-1/2,0
412,-0.9,37,White,self,7.5028,7.5028,5.0374,1/2-1/2,0
413,-0.9,47,White,self,7.7929,7.7929,4.7704,1/2-1/2,0
414,-0.9,572,White,past,7.686,7.686,3.5568,1/2-1/2,0
415,-0.9,130,White,self,7.6898,7.6898,4.5721,1/2-1/2,0
416,-0.9,248,White,past,7.8715,7.8715,5.4023,1/2-1/2,0
417,-0.9,84,White,self,7.7401,7.7401,6.1714,1/2-1/2,0
418,-0.9,35,White,self,7.7767,7.7767,5.2309,1/2-1/2,0
419,-0.9,33,White,self,7.7137,7.7137,5.3765,1/2-1/2,0
420,-1,166,White,random,7.9285,7.9285,5.8135,0-1,0
421,-0.9,73,White,self,7.6069,7.6069,4.6963,1/2-1/2,0
422,-0.9,33,White,self,7.5695,7.5695,5.2186,1/2-1/2,0
423,-0.9,89,White,self,7.709,7.709,5.0393,1/2-1/2,0
424,-0.9,42,White,self,7.5117,7.5117,5.2159,1/2-1/2,0
425,-0.9,112,White,past,7.725,7.725,4.2057,1/2-1/2,0
426,-0.9,51,White,self,7.5828,7.5828,5.1247,1/2-1/2,0
427,-0.9,36,White,self,7.8308,7.8308,5.1509,1/2-1/2,0
428,-0.4576,486,White,random,7.4085,7.4085,3.675,1/2-1/2,0
429,-0.9,312,White,past,7.7054,7.7054,6.3225,1/2-1/2,0
430,-1,140,White,self,7.6047,7.6047,6.4075,0-1,0
431,-0.9,39,White,self,7.6887,7.6887,4.9652,1/2-1/2,0
432,-0.4544,548,White,random,7.2767,7.2767,4.0879,1/2-1/2,0
433,-0.9,35,White,self,7.7637,7.7637,4.451,1/2-1/2,0
434,-0.9,401,White,random,7.6705,7.6705,3.552,1/2-1/2,0
435,-0.9,101,White,past,7.808,7.808,5.2266,1/2-1/2,0
436,-0.9,41,White,self,7.82,7.82,6.4332,1/2-1/2,0
437,-1,154,White,random,7.9597,7.9597,4.7206,0-1,0
438,-0.9,120,White,past,7.7187,7.7187,4.9494,1/2-1/2,0
439,-0.9,383,White,past,7.5394,7.5394,6.6924,1/2-1/2,0
440,-0.9,193,White,past,7.7184,7.7184,6.1185,1/2-1/2,0
441,-0.4472,456,White,past,7.8007,7.8007,7.188,1/2-1/2,0
442,-0.9,54,White,self,7.6103,7.6103,5.4257,1/2-1/2,0
443,-0.9,38,White,self,7.5061,7.5061,5.1267,1/2-1/2,0
444,-0.9,56,White,self,7.5417,7.5417,5.6454,1/2-1/2,0
445,-0.9,74,White,self,7.7532,7.7532,4.6938,1/2-1/2,0
446,-0.9,323,White,random,7.702,7.702,5.8056,1/2-1/2,0
447,-0.9,40,White,self,8.0523,8.0523,5.4564,1/2-1/2,0
448,-0.9,59,White,self,7.7076,7.7076,4.7131,1/2-1/2,0
449,-0.9,79,White,self,8.1167,8.1167,5.8284,1/2-1/2,0
450,-0.9,33,White,self,7.6543,7.6543,5.4419,1/2-1/2,0
451,-0.9,271,White,past,7.5448,7.5448,4.4943,1/2-1/2,0
452,-0.9,49,White,self,7.6826,7.6826,5.2299,1/2-1/2,0
453,-0.9,75,White,self,7.8837,7.8837,5.2457,1/2-1/2,0
454,-0.9,230,White,past,7.8327,7.8327,5.3733,1/2-1/2,0
455,-1,378,White,random,6.7243,6.7243,2.7511,0-1,0
456,-0.9,84,White,self,8.0458,8.0458,4.8269,1/2-1/2,0
457,-0.9,78,White,self,7.9825,7.9825,5.4315,1/2-1/2,0
458,-0.9,42,White,self,7.9777,7.9777,5.1535,1/2-1/2,0
459,-0.4328,494,White,random,7.7696,7.7696,4.2627,1/2-1/2,0
460,-0.9,88,White,self,7.6183,7.6183,5.5834,1/2-1/2,0
461,-0.9,127,White,past,7.7478,7.7478,5.5219,1/2-1/2,0
462,-0.9,71,White,self,7.7432,7.7432,6.5938,1/2-1/2,0
463,-0.9,41,White,self,7.9631,7.9631,6.4315,1/2-1/2,0
464,-0.9,216,White,self,7.6403,7.6403,5.7005,1/2-1/2,0
465,-0.9,316,White,past,7.1978,7.1978,6.3666,1/2-1/2,0
466,-0.9,168,White,past,7.3834,7.3834,5.8131,1/2-1/2,0
467,-0.9,57,White,self,7.8094,7.8094,6.1226,1/2-1/2,0
468,-0.9,88,White,self,8.0407,8.0407,5.2393,1/2-1/2,0
469,-0.9,43,White,past,7.7779,7.7779,4.9232,1/2-1/2,0
470,-0.9,102,White,past,8.167,8.167,6.754,1/2-1/2,0
471,-0.9,30,White,self,7.4653,7.4653,5.5346,1/2-1/2,0
472,-0.9,41,White,self,7.5882,7.5882,5.1762,1/2-1/2,0
473,-0.9,69,White,self,7.8534,7.8534,5.5277,1/2-1/2,0
474,-0.9,558,White,past,7.168,7.168,6.4638,1/2-1/2,0
475,-0.9,65,White,self,7.6164,7.6164,5.0751,1/2-1/2,0
476,-0.9,172,White,self,7.7646,7.7646,4.947,1/2-1/2,0
477,-0.9,488,White,past,7.0552,7.0552,5.3683,1/2-1/2,0
478,-0.9,28,White,self,7.8243,7.8243,5.9022,1/2-1/2,0
479,-0.9,80,White,self,7.4665,7.4665,4.346,1/2-1/2,0
480,-0.416,480,White,random,7.0587,7.0587,3.8155,1/2-1/2,0
481,-0.9,39,White,past,7.7957,7.7957,5.1789,1/2-1/2,0
482,-0.9,355,White,past,7.6409,7.6409,7.0949,1/2-1/2,0
483,-0.9,687,White,random,7.2542,7.2542,5.197,1/2-1/2,0
484,-0.9,46,White,self,8.1378,8.1378,5.5424,1/2-1/2,0
485,-0.412,206,White,past,6.7325,6.7325,6.7325,1/2-1/2,0
486,-0.9,58,White,self,7.6636,7.6636,5.4971,1/2-1/2,0
487,-0.9,92,White,self,7.889,7.889,5.9388,1/2-1/2,0
488,-1,156,White,past,8.0783,8.0783,5.1439,0-1,0
489,-0.9,320,White,random,8.2344,8.2344,5.2766,1/2-1/2,0
490,-0.408,544,White,random,8.0018,8.0018,3.9265,1/2-1/2,0
491,-0.4072,323,White,past,7.2278,7.2278,6.141,1/2-1/2,0
492,-0.4064,629,White,past,7.3393,7.3393,6.3211,1/2-1/2,0
493,-0.9,115,White,past,7.9504,7.9504,6.4061,1/2-1/2,0
494,-0.4048,345,White,random,7.1826,7.1826,3.2241,1/2-1/2,0
495,-0.9,28,White,self,7.8405,7.8405,5.9083,1/2-1/2,0
496,-0.4032,445,White,random,7.2854,7.2854,7.2361,1/2-1/2,0
497,-0.9,44,White,self,7.56,7.56,5.1287,1/2-1/2,0
498,-1,76,White,random,7.2863,7.2863,4.8006,0-1,0
499,-0.4008,408,White,random,7.0978,7.0978,6.2495,1/2-1/2,0
500,-0.9,43,White,self,7.7707,7.7707,5.7055,1/2-1/2,0
501,-0.9,71,White,self,12.9425,12.9425,5.5929,1/2-1/2,0
502,-0.9,697,White,past,13.075,13.075,8.0889,1/2-1/2,0
503,-0.9,43,White,self,15.6089,15.6089,9.5702,1/2-1/2,0
504,-0.9,38,White,self,15.3924,15.3924,10.135,1/2-1/2,0
505,-0.396,662,White,random,14.9218,14.9218,9.0821,1/2-1/2,0
506,-0.9,116,White,past,15.6666,15.6666,10.3764,1/2-1/2,0
507,-0.3944,219,White,random,14.6724,14.6724,12.9163,1/2-1/2,0
508,-0.9,66,White,self,15.4093,15.4093,10.3248,1/2-1/2,0
509,-0.9,46,White,self,14.8497,14.8497,10.013,1/2-1/2,0
510,-0.9,51,White,self,14.7031,14.7031,9.2769,1/2-1/2,0
511,-0.9,56,White,self,14.5861,14.5861,10.1988,1/2-1/2,0
512,-0.9,672,White,past,14.9344,14.9344,8.2208,1/2-1/2,0
513,-0.9,207,White,past,15.6463,15.6463,12.107,1/2-1/2,0
514,-0.3888,576,White,random,14.521,14.521,10.0814,1/2-1/2,0
515,-0.388,619,White,random,13.4152,13.4152,9.185,1/2-1/2,0
516,-1,216,White,random,15.4365,15.4365,7.0974,0-1,0
517,-0.9,157,White,past,15.029,15.029,10.4623,1/2-1/2,0
518,-0.9,56,White,self,14.3919,14.3919,9.2502,1/2-1/2,0
519,-0.9,59,White,self,16.0602,16.0602,10.1752,1/2-1/2,0
520,-0.9,353,White,past,14.7333,14.7333,12.5014,1/2-1/2,0
521,-0.9,101,White,self,15.5038,15.5038,9.4242,1/2-1/2,0
522,-0.9,40,White,past,15.3957,15.3957,10.4435,1/2-1/2,0
523,-0.9,158,White,self,15.076,15.076,11.3023,1/2-1/2,0
524,-0.3808,519,White,random,14.0996,14.0996,13.1241,1/2-1/2,0
525,-0.9,126,White,self,15.1497,15.1497,9.7773,1/2-1/2,0
526,-0.3792,582,White,past,14.673,14.673,14.2786,1/2-1/2,0
527,-0.9,88,White,self,14.829,14.829,8.8928,1/2-1/2,0
528,-0.9,157,White,past,14.619,14.619,9.8909,1/2-1/2,0
529,-0.3768,512,White,random,14.7671,14.7671,8.5652,1/2-1/2,0
530,-0.9,103,White,self,15.052,15.052,10.5846,1/2-1/2,0
531,-0.9,77,White,self,14.9298,14.9298,8.7928,1/2-1/2,0
532,-0.9,108,White,self,15.2826,15.2826,10.7031,1/2-1/2,0
533,-0.9,106,White,self,14.8161,14.8161,11.2411,1/2-1/2,0
534,-0.9,494,White,past,14.8702,14.8702,12.0494,1/2-1/2,0
535,-0.9,296,White,self,15.7778,15.7778,7.9748,1/2-1/2,0
536,-0.9,595,White,past,14.9051,14.9051,10.9507,1/2-1/2,0
537,-0.3704,540,White,random,14.1816,14.1816,12.1605,1/2-1/2,0
538,-0.9,58,White,self,15.2398,15.2398,11.4397,1/2-1/2,0
539,-0.9,194,White,past,14.9659,14.9659,10.1872,1/2-1/2,0
540,1,201,White,past,14.6619,14.6619,11.1702,1-0,0
541,-0.9,111,White,past,14.8541,14.8541,10.4567,1/2-1/2,0
542,-0.9,148,White,self,14.9164,14.9164,11.8345,1/2-1/2,0
543,-0.9,107,White,self,15.7554,15.7554,10.3862,1/2-1/2,0
544,-1,92,White,past,14.9099,14.9099,10.9821,0-1,0
545,-0.9,88,White,past,15.8966,15.8966,12.1568,1/2-1/2,0
546,-0.9,462,White,past,15.6929,15.6929,11.8287,1/2-1/2,0
547,-0.9,25,White,self,14.6156,14.6156,11.3027,1/2-1/2,0
548,-0.9,154,White,self,15.1576,15.1576,11.506,1/2-1/2,0
549,-0.9,354,White,past,9.5998,9.5998,-1.5844,1/2-1/2,0
550,-0.9,76,White,self,15.8268,15.8268,12.9689,1/2-1/2,0
551,-0.9,514,White,random,15.0793,15.0793,13.2796,1/2-1/2,0
552,-0.9,86,White,self,15.6899,15.6899,11.6764,1/2-1/2,0
553,-0.9,90,White,self,15.1214,15.1214,11.7755,1/2-1/2,0
554,-0.9,276,White,past,15.4817,15.4817,6.3367,1/2-1/2,0
555,-0.9,50,White,self,14.6571,14.6571,11.5041,1/2-1/2,0
556,-0.9,166,White,past,15.255,15.255,7.3151,1/2-1/2,0
557,-0.9,58,White,self,14.6927,14.6927,12.2376,1/2-1/2,0
558,-0.9,112,White,past,14.8774,14.8774,11.4883,1/2-1/2,0
559,-0.3528,433,White,past,13.8637,13.8637,5.2823,1/2-1/2,0
560,-0.9,226,White,self,13.8323,13.8323,10.6966,1/2-1/2,0
561,-1,204,White,past,13.8889,13.8889,5.3481,0-1,0
562,-0.9,56,White,self,15.3164,15.3164,10.4926,1/2-1/2,0
563,-0.3496,250,White,random,15.4464,15.4464,14.4524,1/2-1/2,0
564,-0.9,62,White,self,14.8999,14.8999,12.4717,1/2-1/2,0
565,-0.9,81,White,self,14.4917,14.4917,12.2587,1/2-1/2,0
566,-0.9,109,White,self,15.7876,15.7876,11.6509,1/2-1/2,0
567,-0.3464,464,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
568,-0.9,69,White,self,14.8294,14.8294,12.1604,1/2-1/2,0
569,-0.9,48,White,self,15.0205,15.0205,11.5217,1/2-1/2,0
570,-0.9,340,White,past,15.2488,15.2488,6.2157,1/2-1/2,0
571,-0.9,95,White,self,15.0576,15.0576,12.4268,1/2-1/2,0
572,-0.9,44,White,self,15.0476,15.0476,10.1376,1/2-1/2,0
573,-0.3416,424,White,random,14.0536,14.0536,8.9457,1/2-1/2,0
574,-0.9,178,White,past,15.0464,15.0464,12.0122,1/2-1/2,0
575,-0.34,475,White,past,15.3679,15.3679,13.9211,1/2-1/2,0
576,-0.9,374,White,past,14.4595,14.4595,11.9208,1/2-1/2,0
577,-0.3384,491,White,random,-1.0,-1.0,-1.0,1/2-1/2,0
578,-0.3376,534,White,random,15.4789,15.4789,14.6439,1/2-1/2,0
579,-0.9,183,White,self,14.9659,14.9659,9.9036,1/2-1/2,0
580,-0.9,56,White,self,15.4088,15.4088,11.577,1/2-1/2,0
581,-0.9,112,White,self,15.3824,15.3824,11.9565,1/2-1/2,0
582,-0.9,108,White,past,15.58,15.58,10.1848,1/2-1/2,0
583,-0.9,65,White,self,15.0772,15.0772,9.7075,1/2-1/2,0
584,-0.3328,386,White,past,15.0439,15.0439,15.0439,1/2-1/2,0
585,-0.9,75,White,self,15.1267,15.1267,11.8478,1/2-1/2,0
586,-0.9,94,White,self,14.9912,14.9912,12.2641,1/2-1/2,0
587,-0.9,113,White,past,14.946,14.946,10.6087,1/2-1/2,0
588,-0.9,64,White,self,14.9687,14.9687,11.7482,1/2-1/2,0
589,-0.9,88,White,past,14.8894,14.8894,11.4712,1/2-1/2,0
590,-0.9,532,White,past,15.1647,15.1647,13.3998,1/2-1/2,0
591,-0.9,58,White,self,15.1104,15.1104,11.4004,1/2-1/2,0
592,-0.9,55,White,self,15.4488,15.4488,12.6542,1/2-1/2,0
593,-0.9,71,White,self,14.8451,14.8451,11.9351,1/2-1/2,0
594,-0.9,41,White,self,15.1599,15.1599,12.0793,1/2-1/2,0
595,-0.324,476,White,random,15.382,15.382,6.0478,1/2-1/2,0
596,-0.9,533,White,past,15.2421,15.2421,6.8831,1/2-1/2,0
597,-0.9,50,White,self,15.5039,15.5039,11.796,1/2-1/2,0
598,-0.3216,587,White,random,15.3993,15.3993,10.4419,1/2-1/2,0
599,1,211,White,past,15.1322,15.1322,14.089,1-0,0
600,-0.32,462,White,random,13.8517,13.8517,12.4601,1/2-1/2,0
601,-0.9,104,White,past,23.7446,23.7446,14.0069,1/2-1/2,0
602,-0.9,54,White,past,27.8064,27.8064,17.4929,1/2-1/2,0
603,-0.9,64,White,self,27.8778,27.8778,16.3766,1/2-1/2,0
604,-0.3168,553,White,random,27.34,27.34,26.7492,1/2-1/2,0
605,-0.9,136,White,self,26.2374,26.2374,16.5027,1/2-1/2,0
606,-0.9,101,White,self,27.7103,27.7103,19.5934,1/2-1/2,0
607,-0.9,157,White,past,25.4983,25.4983,18.1613,1/2-1/2,0
608,-0.9,75,White,self,28.4866,28.4866,20.4775,1/2-1/2,0
609,-0.9,55,White,self,28.9382,28.9382,20.2004,1/2-1/2,0
610,-0.9,101,White,self,29.1553,29.1553,14.6801,1/2-1/2,0
611,-0.9,76,White,self,26.4954,26.4954,21.8576,1/2-1/2,0
612,-0.3104,499,White,past,26.6311,26.6311,25.2253,1/2-1/2,0
613,-0.3096,754,White,random,24.9811,24.9811,13.1613,1/2-1/2,0
614,-0.9,35,White,self,26.3768,26.3768,19.7627,1/2-1/2,0
615,-0.9,303,White,past,26.3224,26.3224,15.8049,1/2-1/2,0
616,-1,122,White,random,27.8478,27.8478,19.1343,0-1,0
617,-0.9,35,White,self,26.0403,26.0403,19.7337,1/2-1/2,0
618,-0.9,173,White,past,29.5561,29.5561,18.1163,1/2-1/2,0
619,-0.9,58,White,self,27.2551,27.2551,20.8225,1/2-1/2,0
620,-1,320,White,random,21.1944,21.1944,21.1944,0-1,0
621,-0.9,294,White,past,28.3803,28.3803,22.1395,1/2-1/2,0
622,-0.9,825,White,past,-1.0,-1.0,-1.0,1/2-1/2,0
623,-0.9,40,White,past,26.534,26.534,21.285,1/2-1/2,0
624,-0.9,127,White,self,26.4843,26.4843,15.274,1/2-1/2,0
625,-0.9,501,White,past,26.6968,26.6968,23.522,1/2-1/2,0
626,-0.9,50,White,self,28.0319,28.0319,21.7654,1/2-1/2,0
627,-0.9,56,White,past,26.2894,26.2894,16.2213,1/2-1/2,0
628,-0.9,86,White,self,27.9057,27.9057,20.6132,1/2-1/2,0
629,-0.2968,550,White,random,27.8717,27.8717,20.0599,1/2-1/2,0
630,-0.9,53,White,self,27.9671,27.9671,20.7041,1/2-1/2,0
631,-0.9,72,White,self,26.3948,26.3948,18.5277,1/2-1/2,0
632,-0.9,38,White,self,26.6276,26.6276,19.9541,1/2-1/2,0
633,-0.9,44,White,self,26.771,26.771,21.2183,1/2-1/2,0
634,-0.9,119,White,self,26.7523,26.7523,21.3255,1/2-1/2,0
635,-0.292,561,White,past,29.2518,29.2518,22.5296,1/2-1/2,0
636,-0.9,86,White,self,27.2964,27.2964,20.7386,1/2-1/2,0
637,-0.9,87,White,self,27.4818,27.4818,19.7661,1/2-1/2,0
638,-0.9,61,White,past,26.731,26.731,20.4902,1/2-1/2,0
639,-0.9,403,White,past,26.6357,26.6357,19.2439,1/2-1/2,0
640,-0.9,54,White,self,26.4923,26.4923,21.2269,1/2-1/2,0
641,-0.2872,794,White,random,29.4662,29.4662,17.8641,1/2-1/2,0
642,-0.9,86,White,self,27.4065,27.4065,20.0945,1/2-1/2,0
643,-0.2856,538,White,past,26.4522,26.4522,23.7594,1/2-1/2,0
644,-0.9,403,White,random,27.8535,27.8535,16.754,1/2-1/2,0
645,-0.9,113,White,past,27.3627,27.3627,20.7025,1/2-1/2,0
646,-0.9,293,White,past,29.8522,29.8522,18.3791,1/2-1/2,0
647,-0.9,92,White,past,26.3474,26.3474,21.3394,1/2-1/2,0
648,-0.9,134,White,past,26.3477,26.3477,17.2276,1/2-1/2,0
649,-0.9,286,White,past,29.9294,29.9294,25.8414,1/2-1/2,0
650,-0.28,442,White,past,24.4581,24.4581,24.4581,1/2-1/2,0
651,-0.9,206,White,past,26.5534,26.5534,19.6497,1/2-1/2,0
652,-0.9,272,White,past,28.1722,28.1722,13.6144,1/2-1/2,0
653,-0.9,84,White,self,27.372,27.372,20.6891,1/2-1/2,0
654,-0.9,935,White,past,25.388,25.388,22.124,1/2-1/2,0
655,-0.276,465,White,random,23.3194,23.3194,21.469,1/2-1/2,0
656,-0.9,81,White,self,28.4073,28.4073,21.9929,1/2-1/2,0
657,-0.2744,452,White,random,26.594,26.594,14.2363,1/2-1/2,0
658,-0.9,74,White,self,26.977,26.977,17.2473,1/2-1/2,0
659,-0.9,266,White,past,27.2369,27.2369,18.058,1/2-1/2,0
660,-0.9,241,White,self,27.3075,27.3075,20.3695,1/2-1/2,0
661,-0.9,49,White,self,26.3629,26.3629,19.7668,1/2-1/2,0
662,-0.9,110,White,past,28.0759,28.0759,17.8016,1/2-1/2,0
663,-0.9,201,White,past,27.4209,27.4209,22.6331,1/2-1/2,0
664,-0.9,145,White,self,27.9032,27.9032,19.9763,1/2-1/2,0
665,-0.9,62,White,self,27.2649,27.2649,21.7823,1/2-1/2,0
666,-0.9,109,White,self,27.2016,27.2016,17.871,1/2-1/2,0
667,-0.2664,78,White,past,21.8381,21.8381,21.8381,1/2-1/2,0
668,-0.9,55,White,self,27.4301,27.4301,20.9056,1/2-1/2,0
669,-0.9,121,White,self,27.6787,27.6787,21.1573,1/2-1/2,0
670,-0.9,492,White,past,26.352,26.352,24.2,1/2-1/2,0
671,-0.9,586,White,random,26.6736,26.6736,16.8381,1/2-1/2,0
672,-0.9,134,White,self,26.7018,26.7018,21.8449,1/2-1/2,0
673,-0.9,86,White,self,26.8035,26.8035,21.6154,1/2-1/2,0
674,-0.9,159,White,self,27.1206,27.1206,24.0225,1/2-1/2,0
